Titre,Localisation,Prix,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,ABS,Airbags,CD/MP3/Bluetooth,Caméra de recul,Climatisation,ESP,Jantes aluminium,Limiteur de vitesse,Ordinateur de bord,Radar de recul,Régulateur de vitesse,Sièges cuir,Système de navigation/GPS,Toit ouvrant,Verrouillage centralisé à distance,Vitres électriques
ݣولف 6 للبيع موديل 2012 اليد 2 بلاد,"Abbadi, Temara",120 000 DH,2012,Manuelle,Diesel,250 000 - 299 999,Volkswagen,Golf 6,5,WW au Maroc,Non,6 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Ford Focus Diesel Manuelle 2016 à Casablanca,"Florida, Casablanca",132 000 DH,2016,Manuelle,Diesel,200 000 - 249 999,Ford,Focus,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Volkswagen Caddy Diesel Manuelle 2021 à Agadir,"Hay Dakhla, Agadir",175 000 DH,2021,Manuelle,Diesel,160 000 - 169 999,Volkswagen,Caddy,5,WW au Maroc,Non,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Suzuki Maruti Essence Manuelle 2008 à Boufkrane,"Toute la ville, Boufkrane",25 000 DH,2008,Manuelle,Essence,0 - 4 999,Suzuki,Maruti,5,Dédouanée,Non,5 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mégane 3 full option model 2013,"Toute la ville, Errachidia",125 000 DH,2013,Manuelle,Diesel,160 000 - 169 999,Renault,Megane,5,WW au Maroc,Non,7 CV,Excellent,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
ݣولف 6 للبيع موديل 2012 اليد 2 بلاد,"Abbadi, Temara",120 000 DH,2012,Manuelle,Diesel,250 000 - 299 999,Volkswagen,Golf 6,5,WW au Maroc,Non,6 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Ford Focus Diesel Manuelle 2016 à Casablanca,"Florida, Casablanca",132 000 DH,2016,Manuelle,Diesel,200 000 - 249 999,Ford,Focus,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Volkswagen Caddy Diesel Manuelle 2021 à Agadir,"Hay Dakhla, Agadir",175 000 DH,2021,Manuelle,Diesel,160 000 - 169 999,Volkswagen,Caddy,5,WW au Maroc,Non,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ford Kuga automatique,"Agdal, Fès",125 000 DH,2012,Automatique,Diesel,200 000 - 249 999,Ford,Kuga,5,WW au Maroc,Oui,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jaguar XF Diesel Automatique 2019 à Casablanca,"Californie, Casablanca",280 000 DH,2019,Automatique,Diesel,160 000 - 169 999,Jaguar,XF,5,WW au Maroc,Non,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
KIFAL - BMW SéRIE 1,"Autre secteur, Casablanca",200 000 DH,2019,Automatique,Diesel,120 000 - 129 999,BMW,Série 1,,,,6 CV,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mercedes-Benz Classe CLA Diesel Automatique 2019,"Tabriquet, Salé",279 000 DH,2019,Automatique,Diesel,90 000 - 94 999,Mercedes-Benz,Classe CLA,5,WW au Maroc,Oui,9 CV,Neuf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Audi Q3 S-line Quattro,"Californie, Casablanca",590 000 DH,2024,Automatique,Diesel,95 000 - 99 999,Audi,Q3,5,Dédouanée,Oui,9 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Volkswagen-Tiguan Diesel,"Centre, Fès",295 000 DH,2019,Automatique,Diesel,180 000 - 189 999,Volkswagen,Tiguan,,WW au Maroc,Oui,8 CV,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
audi,"Beauséjour, Casablanca",480 000 DH,2024,Automatique,Diesel,45 000 - 49 999,Audi,A6,5,WW au Maroc,Oui,8 CV,Neuf,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Nissan Juke Essence,"Centre, Fès",195 000 DH,2022,Automatique,Essence,55 000 - 59 999,Nissan,Juke,,WW au Maroc,Oui,6 CV,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Mercedes-Benz Classe C coupe diesel,"Guéliz, Marrakech",479 000 DH,2020,Automatique,Diesel,85 000 - 89 999,Mercedes-Benz,Classe C,3,Importée neuve,Oui,9 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2021 Tesla modèle Y Grande Autonomie - 73000 kms,"Oasis, Casablanca",520 000 DH,2021,Automatique,Electrique,70 000 - 74 999,Tesla,Model Y,5,Dédouanée,Oui,12 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dacia Sandero Diesel Manuelle 2020 à Casablanca,"Aïn Chock, Casablanca",133 000 DH,2020,Manuelle,Diesel,65 000 - 69 999,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
E220 coupé,"Hay el Fath, Rabat",720 000 DH,2021,Automatique,Diesel,80 000 - 84 999,Mercedes-Benz,Classe E,3,Importée neuve,Oui,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
VW TIGUAN TDI 200 R-LINE BLACK 40.000km TTOPTIONS,"Centre, Tanger",557 000 DH,2022,Automatique,Diesel,40 000 - 44 999,Volkswagen,Tiguan,5,Importée neuve,Oui,8 CV,Neuf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Seat ARONA 2023 diesel,"Route Ain Chkaf, Fès",215 000 DH,2023,Manuelle,Diesel,60 000 - 64 999,Seat,Arona,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Mercedes-Benz Classe GLC Diesel BVA 2016,"Hay Saada, Fès",279 000 DH,2016,Automatique,Diesel,140 000 - 149 999,Mercedes-Benz,Classe GLC,5,WW au Maroc,Non,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
BMW serie 520,"Polo, Casablanca",390 000 DH,2020,Automatique,Diesel,90 000 - 94 999,BMW,Série 5,5,WW au Maroc,Non,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
SKODA OCTAVIA 2.0 TDI 143 AMBITION 2016,"Centre, Tanger",134 000 DH,2016,Manuelle,Diesel,200 000 - 249 999,Skoda,Octavia,5,WW au Maroc,Non,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kia Sorento Diesel Automatique 2016 à Casablanca,"Oulfa, Casablanca",177 000 DH,2016,Automatique,Diesel,190 000 - 199 999,Kia,Sorento,5,WW au Maroc,Oui,9 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mitsubishi Lancer,"Hay Targa, Marrakech",52 000 DH,2007,Automatique,Essence,190 000 - 199 999,Mitsubishi,Lancer,5,WW au Maroc,Non,7 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Volkswagen Passat Diesel Manuelle 2012 à Rabat,"Hay Riad, Rabat",140 000 DH,2012,Manuelle,Diesel,100 000 - 109 999,Volkswagen,Passat,5,WW au Maroc,Non,8 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Fiat Fiorino clim 1iére main,"Hay Riad, Rabat",135 000 DH,2022,Manuelle,Diesel,30 000 - 34 999,Fiat,Fiorino,5,WW au Maroc,Oui,5 CV,Excellent,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Renault megane 4 intense BVA,"Agdal, Fès",195 000 DH,2021,Automatique,Diesel,90 000 - 94 999,Renault,Megane,5,WW au Maroc,Oui,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Volkswagen Golf,"Aïn Borja, Casablanca",189 000 DH,2019,Automatique,Diesel,0 - 4 999,Volkswagen,Golf 7,5,WW au Maroc,Non,8 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Opel Grandland Diesel Manuelle 2020 à Marrakech,"Hay Targa, Marrakech",167 000 DH,2020,Manuelle,Diesel,150 000 - 159 999,Opel,Grandland,5,WW au Maroc,Oui,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Volkswagen Golf,"Aïn Borja, Casablanca",189 000 DH,2019,Automatique,Diesel,0 - 4 999,Volkswagen,Golf 7,5,WW au Maroc,Non,8 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Opel Grandland Diesel Manuelle 2020 à Marrakech,"Hay Targa, Marrakech",167 000 DH,2020,Manuelle,Diesel,150 000 - 159 999,Opel,Grandland,5,WW au Maroc,Oui,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Ford Ranger Diesel Manuelle 2014 à Nador,"Hay Al Matar, Nador",195 000 DH,2014,Manuelle,Diesel,150 000 - 159 999,Ford,Ranger,5,WW au Maroc,Oui,9 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Duster très Bon Etat,"Aïn Chock, Casablanca",165 000 DH,2019,Manuelle,Diesel,120 000 - 129 999,Dacia,Duster,5,WW au Maroc,Non,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
BMW 520diesel,"Maarif, Casablanca",215 000 DH,2016,Automatique,Diesel,140 000 - 149 999,BMW,Série 5,,WW au Maroc,,8 CV,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Range sport importée neuve,"Al Maghrib Al Arabi, Kénitra",310 000 DH,2015,Automatique,Diesel,140 000 - 149 999,Land Rover,Range Rover Sport,5,Importée neuve,,12 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Honda CR-V Essence Manuelle 2003 à Casablanca,"Aïn Chock, Casablanca",42 000 DH,2003,Manuelle,Essence,160 000 - 169 999,Honda,CR-V,,WW au Maroc,Non,8 CV,Excellent,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
FIAT TIPO HATCHBACK LOUNGE 1.6 MJET DIESEL 1eMAIN,"Centre, Tanger",138 000 DH,2019,Manuelle,Diesel,65 000 - 69 999,Fiat,Tipo,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
VW TOURAN CROSS 2.0 TDI DSG 107.000Km DOUANE 2018,"Centre, Tanger",184 000 DH,2011,Automatique,Diesel,100 000 - 109 999,Volkswagen,Touran,5,Dédouanée,Oui,8 CV,Neuf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kia sportage,"Anfa, Casablanca",260 000 DH,2022,Automatique,Diesel,75 000 - 79 999,Kia,Sportage,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
FIAT FREEMONT SPORT MJET 7PLACES FULL OPTIONS 2017,"Centre, Tanger",154 000 DH,2017,Automatique,Diesel,190 000 - 199 999,Fiat,Freemont,5,WW au Maroc,Non,8 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Audi RsQ3 Essence  2021,"Belvédère, Casablanca",585 000 DH,2021,Automatique,Essence,95 000 - 99 999,Audi,Q3,5,Importée neuve,Non,11 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Hyundai Tucson 1ere main,"Yacoub El Mansour, Rabat",192 000 DH,2017,Manuelle,Diesel,140 000 - 149 999,Hyundai,Tucson,5,WW au Maroc,Oui,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
hyundai gron i10,"Guich Oudaya, Rabat",105 000 DH,2019,Manuelle,Essence,80 000 - 84 999,Hyundai,i10,5,WW au Maroc,Non,6 CV,Excellent,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Volkswagen Golf 6 Diesel Automatique 2009,"Aïn Chock, Casablanca",120 000 DH,2009,Automatique,Diesel,180 000 - 189 999,Volkswagen,Golf 6,,Dédouanée,,8 CV,Excellent,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Clio 2006 fiha clima,"Aïn Chock, Casablanca",46 000 DH,2006,Manuelle,Essence,200 000 - 249 999,Renault,Clio,,WW au Maroc,Oui,8 CV,Excellent,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
dacia docker,"Aïn Chock, Casablanca",115 000 DH,2019,Manuelle,Diesel,190 000 - 199 999,Dacia,Dokker,5,WW au Maroc,Oui,6 CV,Bon,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Renault Clio Essence Automatique 2023 à Oujda,"Andalous, Oujda",155 000 DH,2023,Automatique,Essence,40 000 - 44 999,Renault,Clio,5,WW au Maroc,Oui,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
RANGE ROVER EVOQUE HSE DYNAMIC DOUANE2022 FULL,"Centre, Tanger",287 000 DH,2017,Automatique,Diesel,150 000 - 159 999,Land Rover,Range Rover Evoque,5,Dédouanée,Non,8 CV,Neuf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Peugeot 2008 allure bva,"Centre Ville, Casablanca",243 000 DH,2022,Automatique,Diesel,65 000 - 69 999,Peugeot,2008,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mercedes classe E280,"Guich Oudaya, Rabat",76 000 DH,2008,Automatique,Diesel,200 000 - 249 999,Mercedes-Benz,Classe E,5,WW au Maroc,Non,12 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Volvo XC60 D4 momentum plus,"Centre Ville, Casablanca",326 000 DH,2020,Automatique,Diesel,85 000 - 89 999,Volvo,XC60,5,WW au Maroc,Oui,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dacia Dokker Diesel Manuelle 2021 à Fès,"Route de Sefrou, Fès",127 000 DH,2021,Manuelle,Diesel,170 000 - 179 999,Dacia,Dokker,5,WW au Maroc,Non,6 CV,Excellent,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Peugeot 308 diesel,"Guich Oudaya, الرباط",85 000 DH,2008,Manuelle,Diesel,170 000 - 179 999,Peugeot,308,5,WW au Maroc,Non,6 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Mercedes-Benz Classe GLC Diesel Automatique 2019,"2 Mars, Casablanca",610 000 DH,2019,Automatique,Diesel,100 000 - 109 999,Mercedes-Benz,Classe GLC,5,Importée neuve,Non,9 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GMC Yukon SLT V8 Essence,"Route de Casablanca, Marrakech",1 560 000 DH,2024,Automatique,Essence,10 000 - 14 999,GMC,Yukon,3,Importée neuve,Oui,23 CV,Neuf,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Citroën c3 diesel,"Narjis, Fès",143 000 DH,2021,Manuelle,Diesel,60 000 - 64 999,Citroen,C3,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Santafe panoramique,"Al Maghrib Al Arabi, Kénitra",167 000 DH,2013,Automatique,Diesel,170 000 - 179 999,Hyundai,Santa Fe,5,WW au Maroc,Oui,9 CV,Bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DACIA LOGAN MANUELLE  2024 a casablanca,"Ain Sebaa, Casablanca",144 000 DH,2024,Automatique,Essence,45 000 - 49 999,Dacia,Logan,5,WW au Maroc,Non,6 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
mercedes c 220 coupé,"2 Mars, Casablanca",448 000 DH,2019,Automatique,Diesel,60 000 - 64 999,Mercedes-Benz,Classe C,3,Importée neuve,Non,8 CV,Excellent,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Nissan Juke essence diwana 2017,"Route de Sefrou, Fès",110 000 DH,2017,Manuelle,Essence,80 000 - 84 999,Nissan,Juke,5,Dédouanée,Non,6 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Audi A4 2021,"Hassan, Rabat",368 000 DH,2021,Automatique,Diesel,70 000 - 74 999,Audi,A4,5,WW au Maroc,Non,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mercedes Benz 270 diezel 11ch,"Bournazil, Casablanca",43 000 DH,2003,Manuelle,Diesel,190 000 - 199 999,Mercedes-Benz,270,5,Importée neuve,Oui,11 CV,Bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Audi A4 2021,"Hassan, Rabat",368 000 DH,2021,Automatique,Diesel,70 000 - 74 999,Audi,A4,5,WW au Maroc,Non,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mercedes Benz 270 diezel 11ch,"Bournazil, Casablanca",43 000 DH,2003,Manuelle,Diesel,190 000 - 199 999,Mercedes-Benz,270,5,Importée neuve,Oui,11 CV,Bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
pickup toyota hilux,"Autre secteur, El Jadida",220 000 DH,2019,Manuelle,Diesel,60 000 - 64 999,Toyota,Hilux,,WW au Maroc,Oui,10 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dacia Duster Diesel Manuelle 2020 à Settat,"Toute la ville, Settat",153 000 DH,2020,Manuelle,Diesel,130 000 - 139 999,Dacia,Duster,5,WW au Maroc,Non,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Golf 7 1ère main Diesel Nov 2019 en très bon état,"Administratif, Tanger",195 000 DH,2019,Manuelle,Diesel,30 000 - 34 999,Volkswagen,Golf 7,5,WW au Maroc,Oui,8 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kia Picanto Essence Manuelle 2021 à Marrakech,"Hay Al Hassani, Marrakech",98 000 DH,2021,Manuelle,Essence,100 000 - 109 999,Kia,Picanto,5,WW au Maroc,Oui,6 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Renault express j'accepte reprise,"Centre, Tanger",158 000 DH,2023,Manuelle,Diesel,35 000 - 39 999,Renault,Express,,WW au Maroc,Oui,6 CV,Excellent,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Volvo S60 Hybride Automatique 2021,"Ain Sebaa, Casablanca",432 000 DH,2021,Automatique,Hybride,40 000 - 44 999,Volvo,S60,5,WW au Maroc,Oui,11 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hyundai Tucson BVA,"Al Maghrib Al Arabi, Kénitra",230 000 DH,2020,Automatique,Diesel,150 000 - 159 999,Hyundai,Tucson,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
dacia duster j'accepte reprise,"Centre, Tanger",185 000 DH,2020,Automatique,Diesel,95 000 - 99 999,Dacia,Duster,,WW au Maroc,Non,6 CV,Excellent,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Nissan Qashqai Dwiana 2024,"Hamria, Meknès",189 000 DH,2015,Manuelle,Diesel,190 000 - 199 999,Nissan,Qashqai,5,Dédouanée,Oui,7 CV,Neuf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Dacia Sandero Diesel Manuelle 2021 à Kénitra,"Centre, Kénitra",157 000 DH,2021,Manuelle,Diesel,75 000 - 79 999,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
volkswagen golf 4 tdi,"2 Mars, Casablanca",59 000 DH,2003,Manuelle,Diesel,300 000 - 349 999,Volkswagen,Golf 4,5,Dédouanée,Non,8 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
